year,month,day,transect_id,distance_along_transect_m,dominant_seaweed,fucus_distichus__brown,saccharina_latissima__brown,nereocystis_luetkeana__brown,alaria_marginata__brown,costaria_costata__brown,laminariales_sp__brown,desmarestia_viridis__brown,desmarestia_herbacea__brown,desmarestia_ligulata__brown,scytosiphon_sp__brown,melanosiphon_intestinalis__brown,petalonia_fascia__brown,sargassum_muticum__brown,elachista_fucicola__brown,brown_filament,ulva_fenestrata__green,ulva_intestinalis__green,ulva_linza__green,ulva_torta__green,cladophora_stimpsonii__green,rhizoclonium_tortuosum__green,ulothrix_speciosa__green,ulva_long__green,green_filament__green,mastocarpus_sp__red,petrocelis_sp__red,pyropia_sp__red,polyneura_latissima__red,chondrachantus_exasperatus__red,mazzaella_splendens__red,prionitis_sternbergii__red,prionitis_filiformis__red,sarcodiotheca_gaudichaudii__red,hildenbrandia_sp__red,cryptosiphonia_woodii__red,polysiphonia_sp__red,hollenbergia_or_scagelia_sp__red,sparlingia_pertusa__red,bonnemaisonia_sp__red,odonthalia_floccosa__red,constantinea_subulifera__red,caulacanthus_ustulatus__red,callophyllis_sp__red,plocamium_sp__red,schizymenia_pacifica__red,crusticorallina_sp__red,neodilsea_borealis__red,lithothamnion_sp__red,pterothamnion_sp__red,crustose_coralline__red,red_filament__red,gracilaria,unknown,orange_crust__sponge
2021,12,3,4,5,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,10,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,15,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,20,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,25,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,30,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,35,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,40,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,45,,1,0,,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,0,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,5,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,12,3,5,10,mastocarpus_sp,5,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,15,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,20,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,25,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,12,3,5,35,ulva fenestrata,,0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,40,ulva_fenestrata,5,0,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,
2021,12,3,5,45,ulva_fenestrata,,0,,,,,,,,,,,,,,10,,,,,,,,,5,,,2,,,,,5,,,,,,,,,,,,,,,,,,2,,,
2022,1,15,1,0,mastocarpus_sp,3,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,5,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,10,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,15,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,20,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,25,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,1,30,fucus_distichus,5,0,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,1,35,red_filament,,0,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,10,,,
2022,1,15,2,0,fucus_distichus,20,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,2,5,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,2,10,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,2,15,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,2,20,fucus_distichus,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,2,25,mastocarpus_sp,1,0,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,2,30,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,2,35,,3,0,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,
2022,1,15,3,0,fucus_distichus,25,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,5,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,10,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,15,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,20,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,30,red_filament,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,3,35,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,3,40,red_filament,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,4,0,fucus_distichus,40,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,5,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,10,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,15,mastocarous_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,20,,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,25,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,35,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,4,40,red_filament,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,4,45,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,5,0,fucus_distichus,20,0,,,,,,,,,1,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,5,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,5,10,fucus_distichus,5,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,15,,2,0,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,20,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,15,5,35,ulva_fenestrata,,0,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
2022,1,15,5,40,ulva_fenestrata,1,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
2022,1,15,5,45,red_filament,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,2,,,
2022,2,16,1,0,,10,0,,,,,,,,,2,,,,,,2,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,1,5,ulva_fenestrata,2,0,,,,,,,,,,10,,,,30,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,1,10,mastocarpus_sp,,0,,,,,,,,,,2,,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,1,15,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,1,20,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,1,25,,10,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,2,16,1,30,polysiphonia_sp,,0,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
2022,2,16,2,0,fucus_distichus,35,0,,,,,,,,,2,,,,,,,,,,,,,,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,2,5,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,2,10,fucus_distichus,5,0,,,,,,,,,2,,,,,4,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,2,15,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,2,20,,1,0,,,,2,,,,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,2,16,2,25,,,0,,,,5,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,2,16,2,30,petalonia_sp,,0,,,,20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,2,16,2,35,,2,0,,,,,,,,,,,,,,1,3,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
2022,2,16,3,0,fucus_distichus,45,0,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,5,,,0,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,10,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,15,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,20,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,2,16,3,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,3,40,polysiphonia_sp,,0,,,,1,,,,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
2022,2,16,3,45,petalonia_sp,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,0,fucus_distichus,40,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,5,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,10,,,0,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,15,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,20,,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,25,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,2,16,4,30,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,2,16,4,35,red_filament,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,2,16,4,40,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,4,45,red_filament,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,2,16,5,0,fucus_distichus,25,0,,,,,,,,,1,2,,,,,1,,,,,,,,15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,2,16,5,5,fucus_distichus,5,0,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,5,10,fucus_distichus,5,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,2,16,5,15,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,5,20,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,5,25,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,16,5,30,ulva_fenestrata,,0,,,,,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,
2022,2,16,5,35,,,0,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,
2022,2,16,5,40,,,0,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,2,16,5,45,red_filament,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2022,2,16,5,50,red_filament,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
2022,3,1,1,0,fucus,15,0,,,,,,,,,2,1,,,,,,,,,,,2,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,5,ulva_fenestrata,1,0,,,,,,,,,,30,,,,45,3,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,10,ulva_intestinalis,,0,,,,,,,,,,3,,,,2,10,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,15,fucus_distichus,5,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,20,petalonia,,0,,,,,,,,,,10,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,25,ulva_intestinalis,,0,,,,,,,,,,10,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,1,30,petrocelis,5,0,,,,2,,,,,,,,,,3,,,,,,,,,1,10,1,,,,,,,,,3,,,,,,,,,,,,,,,1,,,
2022,3,1,1,35,,1,0,,,,1,,,,,,,,,,10,1,,,,,,,,3,,1,,,,,,1,,,,,,,,,,,,,,,,,,10,,,
2022,3,1,2,0,fucus_distichus,30,0,,,,,,,,,1,2,,,,,,,,,,,,,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,2,5,petalonia,,0,,,,,,,,,,5,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,2,10,fucus_distichus,5,0,,,,,,,,,,,,,,1,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,2,15,petrocelis,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,2,20,laminariales,,0,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,3,1,2,25,ulva_fenestrata,1,0,,,,1,,,,,,,,,,5,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,2,30,laminariales,,0,,,,10,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,
2022,3,1,2,35,,1,0,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
2022,3,1,3,0,fucus_distichus,20,0,,,,,,,,,,,,,,,1,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,3,5,mastocarpus,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,3,10,petrocelis,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,3,15,na,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,3,20,na,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,3,25,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,3,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,3,35,red_filament,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2022,3,1,3,40,ulva_intestinalis,,0,,,,2,,,,,,,,,,,4,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2022,3,1,3,45,,,0,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,3,50,,,0,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,3,55,laminariales,,0,,,,2,,,,,,,,,,1,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,4,0,fucus_distichus,40,0,,,,,,,,,1,,,,,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,4,5,mastocarpus,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,4,10,,,0,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,4,15,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,4,20,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,4,25,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,
2022,3,1,4,30,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,4,35,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,4,40,fil_green,,0,,,,1,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2022,3,1,5,0,fucus_distichus,25,0,,,,,,,,,1,1,,,,,,,,,,,,,5,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,3,1,5,5,fucus_distichus,10,0,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,5,10,fucus_distichus,5,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,3,1,5,15,,1,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,5,20,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,5,25,,,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3,1,5,30,,,0,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,3,1,5,35,,,0,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,
2022,4,20,1,0,fucus_distichus,10,0,,,,,,,,,2,,,,,,,,,,1,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,5,ulva_fenestrata,2,0,,,,,,,,,,1,,,,95,,,,5,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,10,ulva_fenestrata,,0,,,,,,,,,,1,,,,40,5,,,5,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,15,ulva_fenestrata,,0,,,,,,,,,,,,,,2,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,20,ulva_intestinalis,,0,,,,,,,,,,,,,,1,5,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,25,cladophora_stimpsonii,,,,,,,,,,,,2,,,,5,10,,,40,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,4,20,1,30,petalonia_fascia,10,5,,,,,,,,1,,15,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,1,35,saccharina_latissima,,30,5,,,,,,,,,,,,,5,3,,,5,,,,,3,,,,,,,,,,5,,10,,,,,,,,,,,,,,,,,
2022,4,20,2,0,fucus_distichus,20,,,,,,,,,,1,3,,,,,,,,,1,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,5,ulva_fenestrata,,,,,,,,,,,,,,,,10,,,,1,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,10,pyropia_sp,5,,,,,,,,,,,,,,,5,3,,,1,,,,,5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,15,ulva_intestinalis,,,,,,,,,,,,,,,,1,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,20,ulva_fenestrata,,,,,,,,,,1,,,,,,3,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,25,pyropia_sp,3,,,,,,,,,,,,,,,1,30,,,,,,,,1,,40,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,4,20,2,30,saccharina_latissima,,15,,,,,,,,,,,,,,10,1,,,2,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,2,35,,,20,5,,,,,,,,,,,,,10,,,,20,,,,,10,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
2022,4,20,2,40,saccharina_latissima,,90,60,40,,,2,,,,,,,,,10,,,,,,,,,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
