year,month,day,transect_id,distance_along_transect_m,dominant_seaweed,fucus_distichus__brown,saccharina_latissima__brown,nereocystis_luetkeana__brown,alaria_marginata__brown,costaria_costata__brown,laminariales_sp__brown,desmarestia_viridis__brown,desmarestia_herbacea__brown,desmarestia_ligulata__brown,scytosiphon_sp__brown,melanosiphon_intestinalis__brown,petalonia_fascia__brown,sargassum_muticum__brown,elachista_fucicola__brown,brown_filament,ulva_fenestrata__green,ulva_intestinalis__green,ulva_linza__green,ulva_torta__green,cladophora_stimpsonii__green,rhizoclonium_tortuosum__green,ulothrix_speciosa__green,ulva_long__green,green_filament__green,mastocarpus_sp__red,petrocelis_sp__red,pyropia_sp__red,polyneura_latissima__red,chondrachantus_exasperatus__red,mazzaella_splendens__red,prionitis_sternbergii__red,prionitis_filiformis__red,sarcodiotheca_gaudichaudii__red,hildenbrandia_sp__red,cryptosiphonia_woodii__red,polysiphonia_sp__red,hollenbergia_or_scagelia_sp__red,sparlingia_pertusa__red,bonnemaisonia_sp__red,odonthalia_floccosa__red,constantinea_subulifera__red,caulacanthus_ustulatus__red,callophyllis_sp__red,plocamium_sp__red,schizymenia_pacifica__red,crusticorallina_sp__red,neodilsea_borealis__red,lithothamnion_sp__red,pterothamnion_sp__red,crustose_coralline__red,red_filament__red,gracilaria,unknown,orange_crust__sponge
2022,4,20,3,0,fucus_distichus,25,,,,,,,,,,2,,,,,,5,,,,1,,,,5,3,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,4,20,3,5,ulva_intestinalis,,,,,,,,,,,,,,,,5,70,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,10,ulva_intestinalis,,,,,,,,,,,,,,,,2,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,15,ulva_intestinalis,,,,,,,,,,,,,,,,,40,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,20,ulva_intestinalis,,2,,,,,,,,,,,,,,,40,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,25,,2,5,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,30,cladophora_stimpsonii,,,,,,,,,,,,,,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,35,saccharina_latissima,,70,,1,,,,,,,,,,,,10,,5,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,40,saccharina_latissima,,20,5,,,,5,,,,,,,,,3,5,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,45,saccharina_latissima,,40,10,,,,,,,,,,,,,20,3,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,50,saccharina_latissima,,100,30,30,,,20,,,,,,,,,10,,,,15,,,,,,,10,,,,,,,,,,15,,,,,,,,,,,,,,,,,
2022,4,20,3,55,saccharina_latissima,,90,,,,,10,,,,,,,,,,5,,,30,,,,,3,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,60,saccharina_latissima,,40,10,20,,,5,,,,,,,,,5,,5,,10,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,65,saccharina_latissima,,50,,,,,10,,,,,,,,,10,10,,,30,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,20,3,70,saccharina_latissima,,95,60,30,,,20,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2022,5,19,2,0,fucus_distichus,30,,,,,,,, ,,2,,,,,5,3,,,,2,,,,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,5,ulva_fenestrata,2,,,,,,,, ,,,,,,,10,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,10,pyropia_sp,10,,,,,,,, ,,,,,,,10,1,,,3,,,,,3,,15,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,15,,,,,,,,,, ,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,20,ulva_fenestrata,,,,,,,,, ,,,,,,,20,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,25,ulva_fenestrata,3,,,,,,,, ,,,,,,,10,3,,,,,,,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,30,saccharina_latissima,,20,1,,,,,, ,,,,,,,15,2,,,,,,,,2,,2,,2,1,,,,,,1,,,,,,,,,,,,,,,, ,,
2022,5,19,2,35,saccharina_latissima,5,40,5,,,,,, ,,,,,,,,,,,,,,,,10,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,, ,,
2022,5,19,2,40,nereocystis_luetkeana,,80,100,,40,,60,, ,,,,20,,,2,,,,,,,,,15,,,10,,,,,,,,,,5,,,,,,,,,,,,,, ,,
2022,5,19,3,0,fucus_distichus,35,,,,,,,, ,,1,,,,,5,,,,,1,,,,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,5,ulva_fenestrata,,,,,,,,, ,,,,,,,10,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,10,ulva_fenestrata,,,,,,,,, ,,,,,,,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,15,ulva_fenestrata,,,,,,,,, ,,,,,,,25,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,20,ulva_fenestrata,,,,,,1,,, ,,,,,,,15,5,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,25,,,,,,,5,,, ,,,1,,,,10,5,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,30,ulva_fenestrata,,,,,,1,,, ,,,,,,,10,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,35,ulva_fenestrata,,,,,,1,,, ,,,,,,,10,5,5,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,40,ulva_fenestrata,,5,,,,,,, ,1,,,,,,10,5,5,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,45,saccharina_latissima,,25,10,,,,,, ,,,,,,,5,2,5,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,50,saccharina_latissima,,50,,1,,,1,, ,,,,,,,5,2,5,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,, ,,
2022,5,19,3,55,saccharina_latissima,,70,1,,,,,, ,,,,,,,1,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,60,saccharina_latissima,,100,20,20,,,1,, ,,,,,,,,,,,2,,,,,3,,,,,1,,,1,,,,1,,,,,,,,,,,,,,, ,,
2022,5,19,3,65,saccharina_latissima,,100,,40,,,5,, ,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,, ,,
2022,5,19,3,70,saccharina_latissima,,100,50,30,,,1,, ,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,, ,,
2022,5,19,3,75,saccharina_latissima,,100,80,30,,,1,, ,,,,,,,,,,,,,,,,5,,,2,,,,,,,,,1,,,,,,,,,,,,,,, ,,
2022,5,19,3,80,,1,40,20,40,1,,,, ,,,,,,,5,,,,1,,,,,25,,,1,2,8,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,3,85,,,80,80,,,,1,2, ,,,,1,,,1,,,,,,,,,5,1,,10,2,,,,,,1,,,,5,,,,,,,,,,,1,, ,,
2022,5,19,3,90,nereocystis_luetkeana,,40,80,50,,,2,, ,,,,10,,,,,,,,,,,,,,,10,1,3,10,,,,5,,,,,2,1,,,,,,,,,,, ,,
2022,5,19,4,0,fucus_distichus,75,,,,,,,, ,,2,,,,,2,,,,,,,,,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,5,saccharina_latissima,1,10,,,,,,, ,,,,,,,1,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,10,ulva_fenestrata,1,,,,,,,, ,,,,,,,40,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,15,ulva_fenestrata,,,,,,,,, ,,,,,,,5,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,20,ulva_fenestrata,,,,,,,,, ,,,,,,,25,10,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,25,,1,1,,,,,,, ,,,,,,,5,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,30,ulva_intestinalis,1,1,,,,,,, ,,,,,,,1,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,35,ulva_fenestrata,2,5,,,,,,, ,,,,,,,20,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,40,,2,10,,,,,2,, ,1,,,,,,10,1,4,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,, ,,
2022,5,19,4,45,ulva_fenestrata,,5,,,,,,, ,,,,,,,10,2,2,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,50,saccharina_latissima,,90,,5,,2,5,, ,,,,,,,3,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,55,saccharina_latissima,,100,10,5,,,3,,10,,,,,,,5,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
2022,5,19,4,60,saccharina_latissima,,100,5,,,,5,, ,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,, ,,
2022,5,19,4,65,saccharina_latissima,,100,5,5,,,3,, ,,,,5,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,70,saccharina_latissima,,80,,,,,3,, ,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,, ,,
2022,5,19,4,75,,,100,100,5,,,5,, ,,,,10,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,
2022,5,19,4,80,saccharina_latissima,,70,70, ,50, , , , , , , ,5,, , , , ,, , ,, , , , , ,10, , , , , , , , , ,10, , , ,,,,,,,,, , , , ,
2022,6,15,2,0,fucus_distichus,60,,,,,,,,,,,,,,,3,2,2,,1,,,,,15,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,2,5,,,,,,,,,,,,,,,,,5,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,2,10,fucus_distichus,20,,,,,,,,,,,,,,,40,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,2,15,ulva_intestinalis,,,,,,,,,,,,,,,,15,30,25,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,2,20,ulva_fenestrata,,,,,,,,,,,,,,,,60,15,20,,,,,,,2,,2,,,,,,,,,15,,,,,,,,,,,,,,,,,,
2022,6,15,2,25,ulva_fenestrata,3,,,,,,,,,,,,,,,40,5,5,,,,,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,2,30,ulva_fenestrata,,,,,,,,,,,,,,,,50,10,5,,5,,,,,15,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,
2022,6,15,2,35,ulva_fenestrata,,,,,,,,,,,,,,,,30,10,20,,,,,,,10,,5,,,,,,,,,5,,,,,,3,,,,,,,,,,,,
2022,6,15,2,40,saccharina_latissima,,100,100,50,,,,,,,,,,,,10,,,,5,,,,,40,10,,,10,10,,,,,,20,,,,,,,,,,,,,,,,,,
2022,6,15,2,45,sargassum_muticum,,50,50,20,5,,,,,,,,70,,,10,,,,,,,,,,10,,30,5,5,2,,,5,,,,5,,30,,,5,,,,,,,5,,,,
2022,6,15,3,0,fucus_distichus,60,,,,,,,,,,,,,5,,,,10,,,,,,,2,10,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,6,15,3,5,,,,,,,,,,,,,,,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,10,ulva_intestinalis,,,,,,,,,,,,,,,,10,15,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,15,ulva_fenestrata,,,,,,,,,,,,,,,,40,5,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,20,ulva_fenestrata,,,,,,1,,,,,,,,,,60,10,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,25,ulva_fenestrata,,,,,,,,,,1,,,,,,40,15,10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,30,ulva_fenestrata,,,,,,,,,,,,,,,,15,1,10,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,35,ulva_fenestrata,,,,,,,,,,,,,,,,15,10,10,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,40,ulva_fenestrata,,,,,,1,,,,,,,,,,20,10,15,,2,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,6,15,3,45,ulva_fenestrata,,10,,,,1,,,,,,,,,,70,10,20,,2,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,6,15,3,50,ulva_linza,,5,,,,,,,,,,,,,,15,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,55,,,10,,,,,,,,,,,,,,5,20,20,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,60,,,10,,,,,,,,,,,,,,10,10,5,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2022,6,15,3,65,saccharina latissima,,50,,,,,,,,,,,,,,5,5,5,,1,,,,,3,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,70,saccharina latissima,,60,,10,,,10,,,,,,1,,,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,75,saccharina_latissima,,70,40,10,,,,,,,,,,,,1,,1,,,,,,,2,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,80,saccharina_latissima,2,70,40,5,,,,,,,,,,,,2,,,,,,,,,5,,,5,,,,1,1,,,,,,,,,,,,,,,,,,,,,
2022,6,15,3,85,nereocystis_luetkeana,,30,100,20,,,,,,,,,5,,,2,,,,,,,,,15,2,,25,5,15,5,,1,,,2,,,,5,,,,,,,,,,,,,,
2022,6,15,3,90,alaria_marginata,,20,,25,,,,,,,,,5,,,1,,,,,,,,,15,2,,10,2,1,,1,1,,,,,2,,1,1,,,,,,,,,,,,,
2022,6,15,4,0,fucus_distichus,50,,,,,,,,,,,,,,,,,,,,,,,,10,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2022,6,15,4,5,mastocarpus_sp,5,,,,,,2,,,,,,,,,1,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,10,,5,,,,,,,,,,,,,,,3,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,15,ulva_fenestrata,,,,,,,,,,,,,,,,10,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,20,ulva_fenestrata,,,,,,,,,,,,,,,,70,5,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,25,ulva_fenestrata,,,,,,,,,,,,,,,,60,5,8,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,30,ulva_fenestrata,2,,,,,,,,,,,,,,,45,20,10,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,35,ulva_fenestrata,,,,,,,,,,,,,,,,20,5,15,,,,,,,1,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
2022,6,15,4,40,ulva_fenestrata,,,,,,,,,,,,,,,,40,2,15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2022,6,15,4,45,ulva_linza,1,1,,,,,,,,,,,,,,15,5,30,,5,,,,,15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,6,15,4,50,ulva_linza,,10,,,,,,,,,,,,,,40,10,60,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
2022,6,15,4,55,saccharina_latissima,,80,,,,,,,,,,,,,,5,5,5,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,60,saccharina_latissima,,65,,10,,,,,,,,,,,,5,2,3,,3,,,,,15,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,
2022,6,15,4,65,saccharina_latissima,,90,,10,,,2,,,,,,5,,,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,70,saccharina_latissima,,100,,,,,,,,,,,5,,,,,,,,,,,,1,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,75,saccharina_latissima,,80,40,40,20,,,,,,,,,,,5,,,,,,,,,,,,5,,,5,,1,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,80,nereocystis_luetkeana,,,95,15,,,5,,,,,,10,,,,,,,,,,,,2,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,6,15,4,85,nereocystis_luetkeana,,,50,10,10,,5,,,,,,40,,,,,,,,,,,,,,,12,,2,,,2,,,,,,,,1,,,1,,,,,,,,,,
2022,7,14,2,0,fucus_distichus,50,,,,,,,,,,,,,,,1,,,,1,,,,,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,5,ulva_fenestrata,1,,,,,,,,,,,,,,,15,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,10,ulva_intestinalis,10,,,,,,,,,,,,,,,5,40,30,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,15,ulva_linza,,,,,,,,,,,,,,,,10,5,50,,,,2,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,20,ulva_fenestrata,,,,,,,,,,,,,,,,50,10,20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,25,ulva_linza,5,,,,,,,,,,,,,,,15,,30,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,30,ulva_fenestrata,,,,,,,,,,,,,,,,20,5,10,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,35,ulva_fenestrata,3,,,,,,,,,,,,,,,30,10,15,,,,,,,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,2,40,mastocarpus_sp,,20,,5,,,,,,,,,,,,5,5,10,,,,,,,40,,1,1,,5,,,1,,,2,,,,,,,,,,,,,,,,,,
2022,7,14,3,0,fucus_distichus,40,,,,,,,,,,,,,2,,,,1,,,,,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,5,ulva_fenestrata,1,,,,,,,,,,,,,,,5,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,10,ulva_fenestrata,1,,,,,,,,,,,,,,,35,7,5,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,15,ulva_fenestrata,,,,,,,,,,,,,,,,15,5,8,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,20,ulva_fenestrata,,,,,,,,,,,,,,,,40,15,No % cover given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,25,ulva_fenestrata,1,,,,,,,,,,,,,,,40,2,20,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,30,ulva_fenestrata,,,,,,,,,,,,,,,,25,3,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,35,ulva_fenestrata,,,,,,,,,,,,,,,,10,3,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,40,ulva_fenestrata,1,1,,,,,,,,,,,,,,30,5,15,,,,,,,5,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,45,ulva_fenestrata,,1,,,,,,,,,,,,,,30,2,5,,,,,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,50,ulva_fenestrata,2,1,,,,,,,,,,,,,,60,35,10,,,,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,7,14,3,55,,,5,,1,,,,,,,,,,,,30,5,30,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,60,ulva_linza,,5,,1,,,,,,,,,,,,20,5,80,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,7,14,3,65,saccharina latissima,,60,10,2,,,,,,,,,,,,10,3,5,,,,,,,,,,3,2,15,2,,,,,3,,,,,,,,,3,,,,,,,,,
2022,7,14,3,70,ulva_linza,,10,,3,,,,,,,,,,,,20,3,70,,,,,,,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,3,75,ulva_linza,,10,7,,,,,,,,,,,,,5,3,15,,,,,,,,,,,3,,,2,1,,,4,1,,,,,,,,3,,,,,,,,,
2022,7,14,3,80,saccharina_latissima,,20,5,5,,,,,,,,,,,,10,2,5,,,,,,,15,,1,2,,,,,,,,2,,,,,,,,,2,,,,,,,,,
2022,7,14,3,85,saccharina_latissima,,30,10,15,,,,,,,,,5,,,2,1,3,,,,,,,,,1,10,2,15,,,,,,8,,,,,,,,,,,1,,,,,,,
2022,7,14,3,90,nereocystis_luetkeana,,30,50,30,,,,,,,,,3,,,5,,,,,,,,,,,,30,,10,5,,,,,4,,,,4,5,,,,3,,,,,,,,,
2022,7,14,3,95,nereocystis_luetkeana,,,50,5,,,,,,,,,2,,,,,,,,,,,,,,,15,,1,,,,15,,5,,,,2,,,,,,5,,5,,,,,,5
2022,7,14,4,0,fucus_distichus,30,,,,,,,,,,,,,,,1,,,,,,,,,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,5,mastocarpus_sp,5,,,,,,,,,,,,,,,1,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,10,ulva_fenestrata,3,,,,,,,,,,,,,,,20,1,10,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,15,ulva_linza,5,,,,,,,,,,,,,,,10,2,15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,20,,,,,,,,,,,,,,,,,15,5,15,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,25,,,,,,,,,,,,,,,,,50,5,50,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,30,ulva_fenestrata,,,,,,,,,,,,,,,,20,10,10,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2022,7,14,4,35,ulva_linza,,,,,,,,,,,,,,,,15,10,20,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,40,ulva_fenestrata,,,,,,,,,,,,,,,,15,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,45,ulva_fenestrata,,1,,,,,,,,,,,,,,25,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,50,ulva_linza,,1,,,,,,,,,,,,,,15,10,20,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,55,ulva_linza,,5,,,,,,,,,,,,,,20,10,30,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,60,mastocarpus_sp,,10,,,,,,,,,,,,,,15,5,10,,,,,,,25,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,65,saccharina_latissima,,30,,,,,,,,,,,5,,,,15,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
2022,7,14,4,70,saccharina_latissima,,80,,,,,,,,,,,1,,,1,5,10,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,75,saccharina_latissima,,80,20,1,1,,1,,,,,,1,,,10,,5,,,,,,,,,,5,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
2022,7,14,4,80,nereocystis_luetkeana,,50,100,,30,,1,,,,,,15,,,10,1,1,,,,,,,1,,,10,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
